customer_id,credit_card_default
CST_112923,0
CST_126426,0
CST_116301,0
CST_105082,1
CST_105783,0
CST_140345,0
CST_140860,1
CST_134220,1
CST_137981,0
CST_152058,0
CST_158231,1
CST_104011,0
CST_162057,1
CST_108444,0
CST_158520,1
CST_134404,0
CST_152933,0
CST_104340,1
CST_115880,0
CST_136983,0
CST_129128,0
CST_132836,0
CST_144508,0
CST_150690,0
CST_150038,0
CST_140370,1
CST_133878,0
CST_163125,0
CST_118950,0
CST_125831,0
CST_111892,0
CST_137771,1
CST_147131,0
CST_125454,0
CST_147773,0
CST_135074,1
CST_129537,1
CST_143941,1
CST_122783,0
CST_148135,1
CST_136000,1
CST_123514,0
CST_115389,0
CST_114817,1
CST_133371,0
CST_151672,0
CST_118841,1
CST_112440,0
CST_154988,0
CST_149280,1
CST_104279,0
CST_153285,1
CST_114544,1
CST_149673,0
CST_118196,0
CST_131607,1
CST_165779,0
CST_152718,1
CST_156880,1
CST_112251,0
CST_114891,0
CST_128107,1
CST_107685,0
CST_117273,0
CST_163758,0
CST_124548,0
CST_111591,0
CST_163699,0
CST_148892,0
CST_124308,0
CST_130575,1
CST_158064,0
CST_133633,0
CST_117191,0
CST_135535,0
CST_111726,1
CST_127341,0
CST_124577,0
CST_141726,0
CST_142265,0
CST_107960,1
CST_143631,0
CST_143606,0
CST_147816,0
CST_122185,0
CST_156584,0
CST_140276,0
CST_164058,0
CST_165335,0
CST_155315,0
CST_157385,0
CST_126166,1
CST_103204,0
CST_141417,1
CST_148142,0
CST_114961,1
CST_160388,0
CST_151301,0
CST_137659,1
CST_100440,0
CST_162489,0
CST_132188,0
CST_134140,0
CST_149358,0
CST_110928,0
CST_144308,0
CST_148704,0
CST_154458,0
CST_144167,1
CST_134049,0
CST_148613,0
CST_161565,0
CST_154391,1
CST_143570,0
CST_163455,1
CST_124891,1
CST_122485,1
CST_136193,0
CST_117378,0
CST_107311,1
CST_102101,0
CST_108837,0
CST_111152,0
CST_146930,0
CST_156188,0
CST_141322,0
CST_113854,0
CST_142911,0
CST_137613,0
CST_148391,0
CST_102098,0
CST_136468,1
CST_133289,0
CST_126480,1
CST_145686,0
CST_135276,1
CST_137568,0
CST_120286,1
CST_103470,0
CST_109462,1
CST_156894,1
CST_115722,0
CST_146478,0
CST_101094,0
CST_104825,0
CST_137647,0
CST_137257,1
CST_108862,1
CST_162197,0
CST_124627,1
CST_122402,0
CST_136396,0
CST_148019,0
CST_113718,0
CST_161348,1
CST_119613,1
CST_109130,1
CST_105105,1
CST_129627,1
CST_115102,0
CST_157717,0
CST_140600,0
CST_153038,0
CST_158025,0
CST_121042,0
CST_161801,0
CST_102574,1
CST_107788,0
CST_113927,0
CST_117708,1
CST_151873,1
CST_110959,0
CST_138781,1
CST_156821,0
CST_150885,0
CST_134701,0
CST_118835,0
CST_146899,0
CST_114005,0
CST_146904,0
CST_123674,0
CST_147098,0
CST_106537,0
CST_143783,0
CST_133623,1
CST_111289,0
CST_154602,1
CST_113514,0
CST_135994,0
CST_161476,1
CST_122302,1
CST_155161,0
CST_137876,0
CST_107979,0
CST_158110,0
CST_110794,0
CST_117398,0
CST_146310,0
CST_157933,1
CST_151198,0
CST_138500,0
CST_101390,1
CST_129055,0
CST_165446,0
CST_159900,0
CST_159358,0
CST_155106,0
CST_117197,0
CST_108594,0
CST_109062,0
CST_136725,0
CST_156258,0
CST_154374,1
CST_155584,0
CST_118965,0
CST_146120,1
CST_131955,0
CST_138553,0
CST_147450,0
CST_130343,0
CST_111890,0
CST_156151,0
CST_130846,0
CST_107098,0
CST_120892,0
CST_152826,0
CST_163294,1
CST_128600,0
CST_160781,0
CST_163948,0
CST_127657,0
CST_135181,1
CST_132911,0
CST_107909,1
CST_122916,1
CST_148972,0
CST_152332,0
CST_136182,0
CST_142164,0
CST_139177,0
CST_139667,0
CST_148496,1
CST_143803,0
CST_130782,0
CST_148787,0
CST_158818,0
CST_117593,1
CST_123923,0
CST_128395,0
CST_139908,1
CST_112778,1
CST_160239,0
CST_108664,0
CST_162730,1
CST_154785,0
CST_161971,0
CST_138201,0
CST_159759,1
CST_101648,0
CST_146112,0
CST_146660,0
CST_125733,0
CST_110630,0
CST_136034,0
CST_160161,0
CST_165888,0
CST_161449,1
CST_147586,0
CST_103142,0
CST_144240,1
CST_120350,1
CST_109989,1
CST_126470,0
CST_124051,0
CST_133589,0
CST_149475,0
CST_131596,1
CST_161676,0
CST_163248,0
CST_116244,0
CST_107296,1
CST_130172,0
CST_135303,0
CST_160612,1
CST_146309,1
CST_142131,0
CST_152902,0
CST_109177,0
CST_161016,0
CST_154845,0
CST_124594,0
CST_150158,0
CST_157706,0
CST_133724,0
CST_154343,0
CST_134593,0
CST_138792,1
CST_145843,0
CST_107283,1
CST_111270,0
CST_136320,0
CST_102529,0
CST_131701,0
CST_104413,0
CST_162304,0
CST_110546,1
CST_163998,0
CST_131689,0
CST_107288,0
CST_121083,0
CST_135185,0
CST_137095,0
CST_106677,0
CST_115861,0
CST_125686,0
CST_151970,0
CST_117408,0
CST_106557,0
CST_108125,0
CST_131910,0
CST_104844,1
CST_128748,1
CST_137100,0
CST_128109,1
CST_154706,1
CST_143253,0
CST_122606,0
CST_125806,0
CST_107053,0
CST_161522,0
CST_117891,1
CST_155301,0
CST_161270,0
CST_148828,1
CST_149693,1
CST_110464,0
CST_122440,1
CST_143319,0
CST_110382,0
CST_108914,0
CST_135513,0
CST_101288,0
CST_154667,0
CST_100707,1
CST_106935,1
CST_144412,0
CST_137212,0
CST_117659,0
CST_143925,0
CST_149470,0
CST_155468,0
CST_120560,0
CST_103925,0
CST_104489,1
CST_136464,0
CST_160926,0
CST_156973,0
CST_144723,0
CST_143885,1
CST_158579,0
CST_163817,1
CST_102911,0
CST_128353,0
CST_152388,0
CST_113027,0
CST_142252,0
CST_130770,0
CST_138097,0
CST_156284,0
CST_128081,0
CST_112898,0
CST_142743,1
CST_102081,0
CST_151943,0
CST_135741,1
CST_153533,0
CST_164710,1
CST_159960,0
CST_149100,0
CST_117849,0
CST_111577,0
CST_143158,0
CST_120589,0
CST_107896,1
CST_116104,0
CST_105480,0
CST_127632,1
CST_149812,0
CST_148036,0
CST_146217,0
CST_134167,0
CST_137308,0
CST_135627,1
CST_144180,1
CST_114661,0
CST_157725,0
CST_119399,0
CST_145480,0
CST_103559,0
CST_100061,0
CST_155446,0
CST_101586,1
CST_147635,0
CST_122649,0
CST_125613,1
CST_104338,1
CST_156248,1
CST_115816,0
CST_159799,0
CST_126061,1
CST_159026,0
CST_150242,0
CST_119028,0
CST_165179,0
CST_115367,0
CST_165570,0
CST_137545,0
CST_144595,0
CST_153421,0
CST_111090,0
CST_107857,0
CST_135148,1
CST_148392,1
CST_116370,0
CST_165961,0
CST_141262,0
CST_135519,0
CST_154035,0
CST_161447,0
CST_106036,1
CST_134368,1
CST_104889,0
CST_134664,0
CST_128286,0
CST_131506,0
CST_114657,0
CST_152869,1
CST_112253,0
CST_164434,1
CST_132388,0
CST_154086,0
CST_139687,0
CST_126557,0
CST_123468,0
CST_113147,0
CST_160609,0
CST_144296,0
CST_153303,0
CST_114620,1
CST_153085,0
CST_138440,0
CST_102796,0
CST_160566,0
CST_132542,1
CST_115960,0
CST_130496,0
CST_160964,1
CST_131363,0
CST_151572,0
CST_126364,0
CST_136803,0
CST_121993,0
CST_130920,0
CST_121955,0
CST_165187,1
CST_114244,0
CST_122947,0
CST_127443,0
CST_157215,0
CST_148752,0
CST_134086,1
CST_126155,0
CST_109904,1
CST_134624,1
CST_100915,0
CST_159825,0
CST_156558,0
CST_126215,0
CST_149000,0
CST_112111,0
CST_143304,1
CST_155492,1
CST_125260,0
CST_123510,0
CST_137335,0
CST_159859,1
CST_140480,1
CST_123047,0
CST_165957,0
CST_155558,1
CST_105684,0
CST_116053,1
CST_105371,0
CST_141498,0
CST_131061,0
CST_128809,0
CST_111808,0
CST_121520,0
CST_109790,0
CST_126446,1
CST_100210,0
CST_118782,1
CST_147870,0
CST_165554,0
CST_113024,0
CST_165091,0
CST_145800,1
CST_137218,0
CST_100207,0
CST_120072,0
CST_109506,0
CST_137929,0
CST_156013,0
CST_113758,0
CST_122474,0
CST_107941,0
CST_112318,0
CST_142824,0
CST_112301,0
CST_100325,0
CST_118002,1
CST_141683,0
CST_124700,0
CST_123708,0
CST_117518,0
CST_155397,1
CST_162624,0
CST_139483,0
CST_116808,0
CST_160310,0
CST_161298,0
CST_163775,0
CST_107974,1
CST_134586,1
CST_123016,0
CST_145779,0
CST_123557,1
CST_154302,0
CST_132680,0
CST_157055,0
CST_105418,1
CST_135549,0
CST_147123,0
CST_148262,0
CST_145978,0
CST_144511,0
CST_129825,1
CST_144233,1
CST_117081,0
CST_125962,0
CST_103100,0
CST_156704,0
CST_115718,1
CST_139063,1
CST_133857,0
CST_132961,1
CST_100646,0
CST_157370,0
CST_153129,0
CST_165506,1
CST_136704,1
CST_148414,0
CST_160561,0
CST_128219,1
CST_121393,1
CST_139071,0
CST_112542,0
CST_134284,1
CST_116568,0
CST_162649,0
CST_109308,0
CST_112190,0
CST_162281,0
CST_158945,0
CST_136179,1
CST_139986,0
CST_137343,0
CST_137375,0
CST_109653,1
CST_116192,0
CST_160436,1
CST_121282,1
CST_109560,0
CST_155845,0
CST_138869,1
CST_105842,0
CST_162484,0
CST_161446,0
CST_146435,0
CST_125994,0
CST_161538,0
CST_159470,0
CST_116319,0
CST_154566,1
CST_160098,0
CST_123412,0
CST_122754,0
CST_127607,1
CST_124927,0
CST_110728,1
CST_125485,0
CST_131133,1
CST_137920,0
CST_113921,1
CST_118543,0
CST_165883,0
CST_118159,0
CST_120963,0
CST_103995,0
CST_133346,0
CST_139646,0
CST_142916,0
CST_134244,0
CST_109433,0
CST_100333,0
CST_151791,0
CST_164104,1
CST_119297,1
CST_145184,1
CST_142054,0
CST_150129,0
CST_109255,0
CST_134112,1
CST_106149,1
CST_149834,0
CST_122100,1
CST_130773,0
CST_116225,1
CST_150523,1
CST_109491,0
CST_109783,0
CST_158139,1
CST_127930,1
CST_150868,0
CST_129184,1
CST_145514,0
CST_113925,0
CST_112091,0
CST_133649,0
CST_162553,1
CST_121538,0
CST_114303,1
CST_104159,1
CST_139001,0
CST_157097,1
CST_122800,0
CST_151798,1
CST_160938,0
CST_112819,0
CST_132187,0
CST_157734,0
CST_105526,0
CST_137307,0
CST_114596,0
CST_139477,0
CST_137117,0
CST_107400,0
CST_127427,1
CST_103011,0
CST_129741,0
CST_138049,1
CST_108499,1
CST_159462,0
CST_158602,1
CST_155757,1
CST_165095,1
CST_163555,1
CST_149391,0
CST_136609,0
CST_135964,0
CST_113363,1
CST_143377,1
CST_106600,1
CST_123088,1
CST_117214,1
CST_123035,0
CST_159608,1
CST_135149,1
CST_107100,0
CST_115739,0
CST_140680,1
CST_140523,0
CST_107693,0
CST_146799,0
CST_124242,0
CST_124773,1
CST_100689,0
CST_142923,0
CST_145087,0
CST_119435,0
CST_138028,0
CST_134253,0
CST_102941,0
CST_123865,0
CST_102845,1
CST_113081,0
CST_139627,0
CST_126007,0
CST_156022,0
CST_110244,1
CST_136313,1
CST_157810,1
CST_111546,0
CST_137593,0
CST_147218,1
CST_114457,0
CST_146038,0
CST_148067,1
CST_125888,0
CST_115923,0
CST_113384,0
CST_113725,0
CST_161699,0
CST_142217,1
CST_147585,0
CST_103471,0
CST_101533,0
CST_157052,0
CST_152335,0
CST_132334,0
CST_107724,0
CST_160391,0
CST_155885,0
CST_136686,0
CST_102188,0
CST_102978,0
CST_120041,0
CST_151522,0
CST_128316,0
CST_113433,0
CST_102825,0
CST_140102,0
CST_123123,1
CST_147484,0
CST_144896,0
CST_144100,0
CST_115868,1
CST_111220,1
CST_134158,1
CST_121860,0
CST_147072,1
CST_128911,0
CST_113899,1
CST_116016,0
CST_142612,1
CST_118481,0
CST_159766,1
CST_115866,0
CST_165184,0
CST_135418,0
CST_120945,1
CST_146942,0
CST_153437,1
CST_157119,0
CST_162620,1
CST_103331,1
CST_126483,0
CST_142985,1
CST_130332,0
CST_102208,0
CST_148056,1
CST_129739,1
CST_129712,1
CST_154842,0
CST_116177,0
CST_137895,0
CST_111797,0
CST_139382,1
CST_103304,0
CST_149486,0
CST_132842,0
CST_159492,0
CST_116830,0
CST_138655,0
CST_147402,0
CST_132822,0
CST_113114,0
CST_126511,1
CST_135495,0
CST_127781,0
CST_143670,0
CST_118936,1
CST_104314,0
CST_101960,1
CST_133820,0
CST_153879,1
CST_153865,0
CST_127352,1
CST_145016,1
CST_159846,0
CST_139953,0
CST_157912,0
CST_127891,1
CST_100861,1
CST_107140,0
CST_113148,0
CST_144022,0
CST_165236,1
CST_112784,0
CST_102881,0
CST_123448,0
CST_148888,0
CST_151899,1
CST_137790,0
CST_150239,0
CST_124259,0
CST_129129,0
CST_165716,0
CST_140361,1
CST_112498,0
CST_136596,1
CST_114217,0
CST_138802,0
CST_157229,0
CST_154362,0
CST_146453,1
CST_116879,0
CST_145048,0
CST_131150,0
CST_164131,0
CST_120264,1
CST_148676,1
CST_119800,0
CST_134383,0
CST_114399,0
CST_124699,0
CST_103121,0
CST_165714,0
CST_114230,0
CST_143953,0
CST_150606,0
CST_113649,0
CST_154662,0
CST_120006,0
CST_111593,0
CST_163167,0
CST_128595,1
CST_165688,0
CST_112109,0
CST_108333,0
CST_162870,0
CST_112614,1
CST_130395,1
CST_111782,0
CST_142176,0
CST_131038,0
CST_141992,0
CST_105124,1
CST_105756,1
CST_116020,0
CST_134051,0
CST_115252,0
CST_147779,0
CST_101080,0
CST_155222,0
CST_138272,0
CST_153411,0
CST_163421,0
CST_117068,0
CST_145559,0
CST_133064,0
CST_149621,1
CST_116577,0
CST_159133,0
CST_144736,0
CST_149893,0
CST_163172,0
CST_143330,0
CST_130736,0
CST_146405,0
CST_138102,0
CST_147089,0
CST_146104,0
CST_129866,1
CST_150624,0
CST_137844,1
CST_134902,1
CST_116314,1
CST_133691,0
CST_141371,0
CST_100327,0
CST_130586,1
CST_107304,0
CST_160257,0
CST_114714,0
CST_143429,0
CST_127742,1
CST_160100,1
CST_127584,1
CST_112881,0
CST_155588,1
CST_141916,0
CST_147580,0
CST_119738,1
CST_108299,0
CST_154006,1
CST_105158,0
CST_146706,0
CST_114050,1
CST_153205,0
CST_162947,0
CST_144652,1
CST_107476,1
CST_141653,0
CST_115676,1
CST_122769,0
CST_107434,1
CST_110281,0
CST_133754,1
CST_147161,0
CST_134529,0
CST_123883,0
CST_107818,0
CST_110192,0
CST_104548,0
CST_147937,0
CST_165471,0
CST_109543,1
CST_108202,1
CST_159489,0
CST_100560,0
CST_160027,0
CST_109325,0
CST_149468,0
CST_119627,0
CST_124440,1
CST_165886,1
CST_130763,0
CST_153436,0
CST_129573,0
CST_128415,0
CST_113216,0
CST_121998,0
CST_159881,1
CST_119846,0
CST_102776,0
CST_149656,0
CST_124307,1
CST_106921,1
CST_139485,0
CST_133944,0
CST_128903,0
CST_122727,1
CST_123043,0
CST_156863,1
CST_145767,0
CST_145804,1
CST_164617,0
CST_103278,0
CST_145975,0
CST_133281,0
CST_136753,1
CST_126312,1
CST_160293,0
CST_130307,1
CST_163931,0
CST_110677,1
CST_163111,0
CST_117017,0
CST_128174,0
CST_147445,0
CST_146054,0
CST_131042,0
CST_111628,0
CST_137779,0
CST_137563,0
CST_118206,1
CST_153652,0
CST_149168,0
CST_122377,1
CST_105996,0
CST_122278,0
CST_133797,0
CST_142599,0
CST_111812,0
CST_117884,0
CST_157452,0
CST_146483,0
CST_163905,0
CST_136649,1
CST_149696,1
CST_129760,0
CST_102619,1
CST_159928,1
CST_114051,0
CST_154303,0
CST_124054,0
CST_134957,0
CST_114317,0
CST_105547,0
CST_153020,0
CST_112564,0
CST_112550,0
CST_103133,0
CST_153172,1
CST_126901,0
CST_102297,0
CST_108263,0
CST_112288,0
CST_127209,0
CST_133188,0
CST_158935,0
CST_102253,0
CST_138719,0
CST_136252,0
CST_154475,1
CST_114161,0
CST_101481,0
CST_155385,0
CST_132376,0
CST_153066,0
CST_150727,1
CST_157726,0
CST_130233,1
CST_160469,0
CST_151142,0
CST_118259,0
CST_113831,0
CST_146627,0
CST_117721,1
CST_129241,1
CST_140265,0
CST_102785,0
CST_147380,0
CST_115769,1
CST_144388,0
CST_126269,1
CST_153468,0
CST_130060,0
CST_145643,0
CST_160047,0
CST_132494,1
CST_120132,0
CST_105850,0
CST_160478,0
CST_138729,0
CST_130607,1
CST_109996,0
CST_123134,0
CST_128835,0
CST_162923,1
CST_112418,0
CST_128157,1
CST_130873,1
CST_128131,0
CST_165220,1
CST_144417,0
CST_164756,0
CST_152027,0
CST_161416,0
CST_150452,1
CST_131809,0
CST_124801,1
CST_143875,1
CST_160925,0
CST_128531,0
CST_137341,0
CST_106697,1
CST_112558,0
CST_109063,0
CST_111341,1
CST_104853,0
CST_116393,0
CST_159666,0
CST_153905,0
CST_146589,1
CST_147316,1
CST_143852,1
CST_101876,1
CST_142993,0
CST_111936,0
CST_110724,1
CST_113415,0
CST_153961,0
CST_135625,1
CST_111264,0
CST_105608,0
CST_151442,0
CST_109269,0
CST_164614,1
CST_104166,0
CST_121159,0
CST_142595,0
CST_139854,0
CST_135993,0
CST_105846,0
CST_136423,0
CST_123397,0
CST_145462,0
CST_164958,0
CST_152440,1
CST_165418,1
CST_102215,0
CST_156876,1
CST_163613,0
CST_105262,0
CST_129848,1
CST_107097,1
CST_157102,0
CST_103632,0
CST_139558,0
CST_123571,0
CST_129069,0
CST_119319,0
CST_148824,1
CST_117116,0
CST_160088,0
CST_117496,0
CST_159931,0
CST_154408,0
CST_156058,0
CST_111081,0
CST_132457,0
CST_109446,0
CST_159912,0
CST_131357,1
CST_165239,0
CST_161663,0
CST_160783,0
CST_135358,1
CST_159014,0
CST_141556,0
CST_149775,0
CST_115729,0
CST_103226,0
CST_142268,0
CST_128591,0
CST_132133,1
CST_101141,0
CST_143144,0
CST_105346,0
CST_137671,0
CST_140251,1
CST_153247,1
CST_159543,0
CST_150428,1
CST_120148,0
CST_117165,0
CST_126266,0
CST_117065,1
CST_164876,0
CST_101696,0
CST_124918,0
CST_135101,0
CST_104358,0
CST_109995,1
CST_117100,1
CST_125847,0
CST_121890,0
CST_105311,1
CST_147737,0
CST_140792,1
CST_162576,0
CST_145775,0
CST_108186,1
CST_148951,0
CST_155872,0
CST_130234,0
CST_115987,0
CST_111676,0
CST_134418,0
CST_122569,0
CST_115950,1
CST_115883,0
CST_148830,0
CST_107171,0
CST_119988,1
CST_134534,1
CST_159223,1
CST_150586,0
CST_119476,0
CST_107690,0
CST_144902,0
CST_132789,1
CST_107844,1
CST_111552,0
CST_157388,0
CST_163211,1
CST_127764,0
CST_134192,0
CST_136936,0
CST_117819,0
CST_162641,0
CST_146007,0
CST_101520,0
CST_164352,0
CST_143508,1
CST_140642,1
CST_145922,0
CST_165149,1
CST_126908,0
CST_149313,1
CST_130793,0
CST_110270,0
CST_115792,1
CST_111785,0
CST_140777,0
CST_154808,0
CST_126342,0
CST_137073,0
CST_115884,0
CST_125823,0
CST_142994,0
CST_121158,1
CST_138915,0
CST_152990,1
CST_136789,1
CST_133792,0
CST_144147,0
CST_117864,1
CST_138435,0
CST_145086,0
CST_115783,0
CST_157355,0
CST_165960,1
CST_151489,0
CST_128808,0
CST_140708,0
CST_133153,0
CST_118478,1
CST_161913,0
CST_156147,0
CST_138391,0
CST_135860,0
CST_155021,1
CST_130176,1
CST_153790,1
CST_118770,0
CST_143134,1
CST_152429,0
CST_121119,0
CST_121739,0
CST_139699,1
CST_111862,1
CST_161121,0
CST_150315,0
CST_133596,0
CST_134940,1
CST_124248,1
CST_104155,0
CST_111352,0
CST_128281,0
CST_137022,1
CST_102585,0
CST_153173,0
CST_149505,0
CST_111027,1
CST_120973,0
CST_148552,0
CST_122544,1
CST_164109,0
CST_165626,0
CST_162259,0
CST_125692,1
CST_115717,0
CST_116592,0
CST_128916,0
CST_137784,1
CST_150640,0
CST_163644,0
CST_146495,0
CST_140968,0
CST_124383,0
CST_112768,0
CST_164987,0
CST_152024,0
CST_139686,1
CST_151550,1
CST_104157,0
CST_113830,1
CST_158445,1
CST_153567,1
CST_155172,1
CST_148062,1
CST_112849,0
CST_106231,0
CST_140852,1
CST_160312,0
CST_112918,0
CST_164365,0
CST_101912,1
CST_165296,1
CST_138919,0
CST_119767,1
CST_106825,1
CST_101349,1
CST_130730,0
CST_129589,1
CST_144684,0
CST_135805,0
CST_164122,1
CST_137394,0
CST_159469,0
CST_147381,1
CST_140826,0
CST_149654,0
CST_142138,0
CST_128151,0
CST_150435,0
CST_123565,0
CST_104891,1
CST_118172,1
CST_146371,1
CST_159719,0
CST_107619,1
CST_139860,0
CST_159134,1
CST_158346,0
CST_151901,0
CST_132863,0
CST_158153,0
CST_160507,0
CST_146916,0
CST_118995,0
CST_113104,1
CST_118645,0
CST_126657,0
CST_134335,0
CST_111247,0
CST_103007,1
CST_117984,1
CST_140824,1
CST_116451,0
CST_147255,0
CST_152617,1
CST_144299,0
CST_150737,1
CST_139341,1
CST_113728,0
CST_111806,0
CST_151775,0
CST_100497,0
CST_162401,1
CST_145050,0
CST_101785,1
CST_104209,1
CST_158027,0
CST_125418,0
CST_157710,0
CST_114797,0
CST_143641,0
CST_156626,1
CST_100029,1
CST_160565,0
CST_120971,0
CST_114268,0
CST_164141,0
CST_134784,0
CST_107043,0
CST_116392,0
CST_155168,0
CST_115614,0
CST_119699,0
CST_130272,0
CST_126618,1
CST_100566,0
CST_157365,0
CST_101507,0
CST_109862,0
CST_129979,0
CST_143460,1
CST_140199,0
CST_131230,0
CST_106785,0
CST_105671,1
CST_124775,1
CST_144948,0
CST_163608,1
CST_142373,0
CST_109195,1
CST_154054,0
CST_103880,1
CST_154150,1
CST_130936,0
CST_108382,0
CST_148839,0
CST_118544,0
CST_151953,0
CST_108205,0
CST_149519,0
CST_108372,0
CST_141097,0
CST_122291,1
CST_116599,0
CST_106481,1
CST_114261,0
CST_107431,1
CST_165472,0
CST_133998,1
CST_139100,0
CST_130487,1
CST_130474,0
CST_112485,1
CST_120613,0
CST_131247,0
CST_146657,0
CST_126865,0
CST_123827,0
CST_118753,1
CST_100680,1
CST_129664,1
CST_157601,0
CST_134424,0
CST_121900,1
CST_148358,0
CST_106596,0
CST_139157,1
CST_134445,1
CST_148553,1
CST_128351,0
CST_100409,0
CST_164053,1
CST_156908,0
CST_155048,1
CST_148178,0
CST_104934,0
CST_123673,0
CST_114903,0
CST_161367,0
CST_153887,0
CST_148326,0
CST_119531,0
CST_155324,0
CST_162230,0
CST_136039,0
CST_126565,1
CST_134472,1
CST_149288,0
CST_143645,0
CST_132475,0
CST_147122,0
CST_101257,0
CST_146127,0
CST_125626,0
CST_124340,0
CST_131462,0
CST_143104,1
CST_118457,1
CST_107751,0
CST_135902,0
CST_115888,0
CST_145437,0
CST_132964,0
CST_155102,0
CST_102184,0
CST_101951,0
CST_139251,0
CST_111651,0
CST_102250,1
CST_104307,0
CST_123691,0
CST_101027,0
CST_150049,1
CST_122500,0
CST_108902,1
CST_128731,0
CST_128253,0
CST_161108,0
CST_119693,0
CST_156235,0
CST_124560,1
CST_102192,0
CST_119666,1
CST_128029,0
CST_114226,0
CST_103328,0
CST_129811,1
CST_116938,1
CST_102699,0
CST_148619,0
CST_146268,1
CST_125051,1
CST_132091,0
CST_135294,0
CST_112571,0
CST_139242,1
CST_155152,0
CST_141731,0
CST_152433,1
CST_112411,1
CST_141366,1
CST_113050,0
CST_101295,0
CST_132634,1
CST_163635,0
CST_123494,0
CST_158709,0
CST_118363,0
CST_143700,1
CST_159006,1
CST_127123,1
CST_164718,0
CST_129138,1
CST_130074,0
CST_107354,0
CST_162001,0
CST_140691,0
CST_123961,0
CST_146679,0
CST_105047,0
CST_139470,1
CST_150059,1
CST_105442,1
CST_132626,1
CST_127925,0
CST_148561,0
CST_103796,0
CST_101630,1
CST_154616,1
CST_164099,0
CST_160848,0
CST_134469,1
CST_116824,0
CST_144943,1
CST_147704,0
CST_144414,0
CST_138384,0
CST_145558,0
CST_131978,0
CST_110387,0
CST_165885,0
CST_161217,1
CST_113023,0
CST_159044,1
CST_115006,0
CST_112208,1
CST_157556,0
CST_116222,1
CST_115609,0
CST_110184,0
CST_107255,0
CST_145000,1
CST_156657,1
CST_130593,1
CST_102457,0
CST_113847,0
CST_103303,0
CST_147680,1
CST_165359,0
CST_146594,1
CST_109747,0
CST_149508,0
CST_113593,0
CST_137418,1
CST_164277,0
CST_164750,1
CST_160342,0
CST_141487,0
CST_160692,1
CST_113335,1
CST_104914,0
CST_123992,0
CST_123281,0
CST_128387,1
CST_146901,1
CST_100123,0
CST_138549,0
CST_146355,0
CST_115560,0
CST_112061,1
CST_110555,0
CST_144055,0
CST_143009,0
CST_141695,0
CST_113491,1
CST_124525,0
CST_108533,0
CST_109473,0
CST_161197,0
CST_119103,0
CST_157392,0
CST_132273,0
CST_116520,1
CST_145466,0
CST_108926,0
CST_114521,0
CST_122296,0
CST_112478,0
CST_121887,0
CST_133067,0
CST_128375,0
CST_129039,0
CST_160780,0
CST_122565,0
CST_123058,0
CST_149011,1
CST_101463,0
CST_163813,0
CST_144161,0
CST_159574,0
CST_113745,0
CST_121671,1
CST_144740,0
CST_139299,0
CST_112698,1
CST_100007,0
CST_109930,0
CST_161040,0
CST_155971,0
CST_101577,0
CST_139655,1
CST_116900,0
CST_100010,0
CST_100905,0
CST_142947,0
CST_158976,1
CST_149065,0
CST_152516,1
CST_136157,0
CST_127028,0
CST_150958,0
CST_112353,0
CST_104459,0
CST_133349,0
CST_142626,0
CST_126176,0
CST_138667,1
CST_156649,0
CST_147443,1
